slug,layer,total,ai_in_loop,authority,mutation_by_ai,articulation,score_type,rationale
bmad-slide-maker,H2,4,2,2,4,8,,"Skill executed by an external agent within the BMAD marketplace: ai_in_loop and authority capped at 2. Workflow owns brainstorm-to-deck loop with review, comments and editable PPTX/HTML/PDF exports; deck source is copied into the user's project (durable), mutation by host agent."
bmad-slides-generator,H2,3,2,2,3,7,,"Lighter skill executed by an external agent (mechanism): ai_in_loop and authority capped at 2. Turns approved content into React/Tailwind slides with browser verification and single-file HTML export; React tree and outline are durable, mutation by host agent."
bolt-website-maker-jagdish,H2,7,8,8,6,7,,"Own backend calls Gemini to emit an XML action stream that the frontend turns into a file tree; follow-up prompts include the last serialized project so AI rewrites/replaces the project state. Mongo persists the serialized project string (durable, but no version graph); WebContainer is an executable projection."
boutiqaat-creative-studio,H2,6,7,6,5,6,,"Commerce-media production workspace with a conversational image agent, RunningHub provider workflows reconciled via webhooks into Supabase job/session records. Model-driven media creation and regeneration with retouch history (before/after) and bundled canvas; durable task/session state, private provider workflows unverifiable."
brainfuel-agent-builder,H2,5,6,3,3,7,,"Native macOS workflow canvas whose services execute live LLM and MCP calls (own loop within nodes), but the graph design is human-authored and the AI does not edit the persisted SwiftData graph. Durable structured graph persistence with typed domain models."
brand-booklet,H2,4,2,2,4,8,,"Skill executed by an external agent (mechanism): ai_in_loop and authority capped at 2. Gated filesystem project with strategy/visual system/primary-logo approvals, coherent variants via image editing and per-asset audit/regeneration; folder tree with tokens, metadata and booklet is durable."
brand-docs,H2,4,2,2,4,8,,Skill + brand engine executed by an external agent's model (mechanism): ai_in_loop and authority capped at 2. The record's deterministic extract/verify/generate engine publishes same-format docs atomically from learned templates; generated DOCX/PPTX/XLSX and Brand Profiles are durable; mutation by host agent.
brand-manual-app,H2,7,7,7,7,8,,Full-stack brand-system workspace: BAML module flows call models to generate typed module content persisted via Supabase with phase gates and human edits kept first-class. AI generates and can regenerate/persist module content; durable system with exports.
brawt,H2,4,2,2,6,8,,"Local-first vector editor whose MCP server is a synchronized client: the record contains no model loop but exposes the full operation family to agents, so ai_in_loop and authority are capped at 2. Agents can submit invariant-checked document operations (structural mutation) with live updates; snapshot + oplog persistence is durable."
brilliant-design,H2,8,8,8,8,9,,"Closed desktop design tool with a built-in BYOK agent that runs the same native vector commands as the app, creating/editing native frames, text, vectors, components and effects in the .design file; AI operations are included in undo and autosave. Plain-text YAML .design/.styles are durable, Git-friendly authorities."
brokieai,H2,4,4,4,3,6,,"Visual agent builder where the human edits a React Flow graph, the backend deploys an Eliza character and sends node-derived prompts to the created agent. The canvas is a deploy-time instruction surface, not a durable workflow authority; the deployed agent config persists in Supabase. Model loop effectively belongs to the external agent runtime."
build123d-cad,H2,4,2,2,4,7,,"Hardware-design skill suite executed by an external agent (mechanism): ai_in_loop and authority capped at 2. Specialist modules write domain files (CAD, electronics, PCB, simulation) with typed handoffs and gated physical actions; durable parametric sources and shared schemas, mutation by host agent."
buildable,H2,3,2,2,4,6,,"Local product-structure compiler and skill pack for an external coding agent (mechanism): ai_in_loop and authority capped at 2. Spec-first generation with review that audits generated source against the saved spec; deliverable is a durable local spec and source tree, implementation by the calling agent."
buildcad,H2,7,8,7,7,7,,"Cloud CAD with a built-in in-app agent that interprets dimensions/materials/manufacturing constraints and builds browser-previewable parametric geometry; teams request changes with cloud version history, and an MCP lets external agents create/save models. AI authors and revises the saved BuildCAD model; geometry kernel and revision model are closed."
builderai-raj,H2,9,9,9,8,8,,"LangGraph multi-agent pipeline (architect, frontend, backend, integrator, QA, repair, packager) makes model-driven decisions on shared state with conditional repair; AI assembles the full multi-file app. Repair loop revises generated files; accepted files persisted, versioned and restorable, previewed from real source bundle."
builderweb,H2,6,7,7,5,6,,"Prompt-to-page AI generates structured WebsiteOutput JSON projected into editor/preview/export surfaces. Version/restore semantics exist in contract but active endpoint stores websites/versions in module-level dictionaries, so durability and AI-driven revision of persistent work are not established at runtime."
buildev,H2,9,9,8,9,9,,"Concurrent generation agents operate directly on the canonical .op AST via document/node tool execution and MCP endpoint; prompt/vision/CLI all converge into a persistent JSON document with Git history. Agent tools execute document operations rather than returning disconnected mockups, and Code Mode parses source back into the graph."
buildev-isjunrod,H2,7,8,7,7,7,,"AI component generation and screenshot reverse-UI routes must return data that enters the canonical scene graph (nodes carry props, styles, tokens, interactions). Mutation lands in the same model as manual edits, but no server-backed version ledger is evidenced; preview and export compile the same graph."
buildflow3,H2,7,8,8,7,6,,"Generation and natural-language revisions call the model to produce full typed GeneratedSite specs appending to a version-history state machine with undo/redo. AI iterates prior work in-session, but the graph is ephemeral: network-free, refresh loses the site and revisions, download only serializes the current projection."
