slug,product,organization,product_form,evidence_depth,layer,basis
svg-factory,SVG Factory,abdygaziev,general-agent-visual-tools,source,H2,pattern
svgenius-figma,SVGenius for Figma,svgenius-figma,agent-controllable-canvas,architecture,H2,pattern
swe-atlas,SWE Atlas,syahiid-nur-kamil,agent-platform-design-surface,source,H2,pattern
sylang-studio,Sylang Studio,balaji-boominathan,ai-engineering-design-workspace,source,H2,pattern
symxplorer,SymXplorer,macanalog,ai-engineering-design-workspace,source,H2,pattern
synapese-25,Synapese 25,biswajit-sarkar,standalone-design-agent,source,H2,personal/community org (biswajit-sarkar)
synapse-app-builder,Synapse App Builder,andre-corugda,ai-app-site-builder,source,H2,personal/community org (andre-corugda)
syncpoint,SyncPoint,axis-labs,design-code-bridge,architecture,H2,pattern
synthesisui,SynthesisUI,synthesisui,design-code-bridge,architecture,H2,pattern
synthezy,Synthezy,pritam,standalone-design-agent,source,H2,override:开源白板应用（原生元素加 AI 生成），个人维护。
syntropy,Syntropy,prateet-mishra,ai-engineering-design-workspace,source,H2,pattern
system-prompt,System Prompt,codyadam,ai-engineering-design-workspace,source,H2,pattern
sysvis-ai,SysVis.AI,vndangkhoa,agent-controllable-canvas,source,H2,pattern
takumi,Takumi,sejal-godbole,code-native-visual-ide,source,H2,personal/community org (sejal-godbole)
talk-to-your-slides,Talk-to-Your-Slides,kaist,agent-controllable-canvas,source,H2,pattern
talktofigma,TalkToFigma,talktofigma-maintainers,agent-controllable-canvas,source,H2,pattern
taskstream,TaskStream,jason-jz-zhu,ai-engineering-design-workspace,source,H2,pattern
techdraw,TechDraw,sai-dhinakar,standalone-design-agent,source,H2,personal/community org (sai-dhinakar)
tempad-dev,TemPad Dev,baidu-efe,design-code-bridge,source,H2,pattern
tenali-v1,Tenali v-1,neelanjan-v,code-native-visual-ide,source,H2,personal/community org (neelanjan-v)
terravision,TerraVision,patrick-chugh,design-code-bridge,source,H2,pattern
tesslate-agent-builder,Tesslate Agent Builder,tesslate,ai-engineering-design-workspace,source,H2,pattern
tessra,Tessra,ayush-that,design-code-bridge,source,H2,pattern
text-to-cad,Text to CAD,earthtojake,ai-engineering-design-workspace,source,H2,pattern
text-to-cad-coach,Text-to-CAD Coach,jon-williams,ai-engineering-design-workspace,source,H2,pattern
text-to-website-rahul,TextToWebsite,rahul-amlekar,standalone-design-agent,source,H2,personal/community org (rahul-amlekar)
textocad,TextoCAD,gadidokan,ai-engineering-design-workspace,architecture,H2,pattern
thoth-blueprint,Thoth Blueprint,ahs12,standalone-design-agent,source,H2,override:开源 schema 编排工作区应用（IndexedDB 检查点），个人维护。
threatatlas,OWASP ThreatAtlas,owasp,visual-decision-verification-workspace,source,H2,pattern
throughline,ThroughLine,throughline,design-code-bridge,source,H2,pattern
timecapsule-slm,TimeCapsule SLM,microcandella,code-native-visual-ide,source,H2,override:开源浏览器研究加创作工作区，个人维护。
timecode-agent,TIMECODE-AGENT,ash-stone,visual-decision-verification-workspace,source,H2,pattern
tinystudio,tinyStudio,mr-industries,code-native-visual-ide,source,H2,personal/community org (mr-industries)
tokvista,Tokvista,tokvista,design-code-bridge,architecture,H2,pattern
tonone,Tonone,tonone-ai,agent-platform-design-surface,source,H2,pattern
trace-component-libraries,Trace Symbols and Footprints Libraries,buildwithtrace,visual-editor-infrastructure,architecture,H2,pattern
trace-pcb,Trace,buildwithtrace,ai-engineering-design-workspace,architecture,H2,pattern
tractstack,TractStack,at-risk-media,ai-app-site-builder,source,H2,personal/community org (at-risk-media)
trinity-creative-canvas,Trinity Creative Canvas,mathias-engel,agent-controllable-canvas,source,H2,pattern
turbo-ea,Turbo EA,vincent-verdet,established-visual-platform,source,H2,personal/community org (vincent-verdet)
tutti,Tutti,tutti,agent-platform-design-surface,source,H2,pattern
typecraft,TypeCraft,jason-typecraft,agent-controllable-canvas,architecture,H2,pattern
typeui,TypeUI,typeui,design-code-bridge,architecture,H2,pattern
ui-architect-aranees,UI Architect by Anees ur Rehman,aranees-khan,standalone-design-agent,source,H2,personal/community org (aranees-khan)
ui-builder-julianshen,AI UI Builder by Julian Shen,julian-shen,ai-app-site-builder,source,H2,personal/community org (julian-shen)
ui-craft,UI Craft,edu-calvo,general-agent-visual-tools,source,H2,pattern
ui-from-references,UI from References,jetray33,general-agent-visual-tools,source,H2,pattern
uicanvas,UICanvas,markvely,agent-controllable-canvas,source,H2,pattern
uichemy,UiChemy,posimyth,design-code-bridge,architecture,H2,pattern
uigen-arshan,UIGen by Arshan Nawaz,arshan-nawaz,standalone-design-agent,source,H2,personal/community org (arshan-nawaz)
uimason,UiMason,uimason53-rgb,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
uix-ai-agent,UIX AI Agent,seeb4coding,standalone-design-agent,source,H2,override:开源浏览器应用，本地持久化项目 JSON，个人维护。
uml-flow,UML Flow,josa-pratama,code-native-visual-ide,source,H2,personal/community org (josa-pratama)
uml-tool,UML Tool,goodmorningcoffee,agent-controllable-canvas,source,H2,pattern
uml-transcoder,UML Transcoder,rohan-dey,design-code-bridge,source,H2,pattern
unity-ai-tools,Unity AI tools,unity,agent-platform-design-surface,architecture,H2,pattern
unkode,Unkode,deepcodersinc,standalone-design-agent,source,H2,override:开源架构契约工具项目（YAML 权威加投射），可复用部署。
unreal-agent-harness,Unreal Agent Harness,per-simmons,agent-controllable-canvas,source,H2,pattern
uspec,uSpec,redongreen,design-code-bridge,source,H2,pattern
ux-planner,UX Planner,kyzdes,general-agent-visual-tools,source,H2,pattern
uxscii,UXSCII,trabian,visual-editor-infrastructure,source,H2,pattern
varbase-ai-figma,Varbase AI Figma,vardot,design-code-bridge,source,H2,pattern
vberai-studio,VberAI Studio,vberai,ai-engineering-design-workspace,architecture,H2,pattern
vcad,vCAD,ecto,ai-engineering-design-workspace,source,H2,pattern
velocity,Velocity,optimilabs,general-agent-visual-tools,source,H2,pattern
velocity-ai-coder,Velocity AI Coder,dr-week,ai-app-site-builder,source,H2,personal/community org (dr-week)
ventura-startup-analyzer,Ventura Startup Analyzer,anand-c,standalone-design-agent,source,H2,personal/community org (anand-c)
verilog-ide,Verilog IDE,sanjay-surampudi,ai-engineering-design-workspace,source,H2,pattern
verxa-ai,VERXA AI,cephas-tech-org,ai-app-site-builder,source,H2,personal/community org (cephas-tech-org)
vibe-automation,Vibe Automation Studio,borhomjkj0,ai-engineering-design-workspace,source,H2,pattern
vibe-code-suite,Vibe Coding Suite,dustin-loring,code-native-visual-ide,source,H2,personal/community org (dustin-loring)
vibe-coder-bluebot,Vibe Coder by bluebot-609,bluebot-609,code-native-visual-ide,source,H2,personal/community org (bluebot-609)
vibe-coding-platform-lwshakib,Vibe Coding Platform by lwshakib,lwshakib,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
vibe-mermaid,Vibe Mermaid Editor,huang-pufan,code-native-visual-ide,source,H2,personal/community org (huang-pufan)
vibe-otter-lite,Vibe Otter Lite,vibe-otter,ai-app-site-builder,source,H2,personal/community org (vibe-otter)
vibe-workflow,Vibe Workflow,muapi,agent-controllable-canvas,source,H2,pattern
vibecodeai,VibecodeAI,arpon-dutta,ai-app-site-builder,source,H2,personal/community org (arpon-dutta)
vibecoder-dublyo,VibeCoder by Dublyo,dublyo,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
vibecoding-a-website,VibeCoding a Website,mark-hinkle,general-agent-visual-tools,source,H2,pattern
vibesdk-mvp,VibeSDK MVP,stefanautomateed,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
vibeui-faraz,VibeUI by Farazkhan542,farazkhan542,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
vibma,Vibma,ufira-ai,agent-controllable-canvas,source,H2,pattern
vibra-code,Vibra Code,sehind-hemzani,ai-app-site-builder,source,H2,personal/community org (sehind-hemzani)
video-shotcraft,Video Shotcraft,yihao,general-agent-visual-tools,source,H2,pattern
videococo,VideoCoCo,haodong-li,general-agent-visual-tools,source,H2,pattern
viscanvas,VisCanvas,arizona-state-university,visual-decision-verification-workspace,source,H2,pattern
visdiff,Visdiff,visdiff,visual-decision-verification-workspace,architecture,H2,pattern
vision-ai-vishnu,VISION.AI by Vishnu Prahalathan,vishnu-prahalathan,ai-app-site-builder,source,H2,personal/community org (vishnu-prahalathan)
visionary-claude,Visionary for Claude Code,git-webb-app-studio,standalone-design-agent,source,H2,personal/community org (git-webb-app-studio)
visk,Visk,visk,design-code-bridge,architecture,H2,pattern
visual-agent-builder-amrsaeed,AI Tutors Hub Visual Agent Builder,amrsaeedbadway,ai-engineering-design-workspace,source,H2,pattern
visual-agent-builder-brahim,Visual Agent Builder by Brahim Abdelbeki,brahim-abdelbeki,design-code-bridge,source,H2,pattern
visual-agent-builder-reedrich12,Visual Agent Builder by Reed Richardson,reedrich12,ai-engineering-design-workspace,source,H2,pattern
visual-agent-builder-studentfrederick,Visual Agent Builder by Freek van den Bosch,studentfrederick,agent-controllable-canvas,source,H2,pattern
visual-agent-designer,Visual Agent Designer,zullllkar,standalone-design-agent,source,H2,override:本地优先流水线项目，个人维护开源仓库。
visual-authoring,Visual Authoring,vibeworkers,general-agent-visual-tools,source,H2,pattern
visual-diagram-editor-rzabolotin,Visual Diagram Editor by Roman Zabolotin,roman-zabolotin,agent-controllable-canvas,source,H2,pattern
voice-agent-platform-yumikoood,Voice Agent Platform by YumikoooD,yumikoood,agent-platform-design-surface,source,H2,pattern
voice-ai-workflow-builder,Voice AI Workflow Builder,quantai3113,ai-engineering-design-workspace,source,H2,pattern
voiceblox,Voiceblox,okanaganrusty,ai-engineering-design-workspace,source,H2,pattern
voxelsite,VoxelSite,nowsquare,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
wafiq-ai-workflow-generator,AI Workflow Generator by Wafiq,wafiq,ai-engineering-design-workspace,source,H2,pattern
wallbit-workflows,Wallbit Workflows,jeremyjsx,ai-engineering-design-workspace,source,H2,pattern
wam-studio,WAM Diagram Editor,jxuho,agent-controllable-canvas,source,H2,pattern
web-page-generator-natalie,Web Page Generator by Natalie Basille,natalie-basille,standalone-design-agent,source,H2,personal/community org (natalie-basille)
web-to-design-md,web-to-design-md,paidax,design-code-bridge,source,H2,pattern
webagent-ragul,WebAgent,ragul,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
webai-new,webAi.new,zeeshan1903,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
webai-sparsh,WebAI by Sparsh Joshi,sparsh-joshi,ai-app-site-builder,source,H2,personal/community org (sparsh-joshi)
webapp-ai-ui-builder,WebApp AI UI Builder,k3v123,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
webbuild-arpitt,WebBuild by Arpit Tiwari,arpit-tiwari,agent-controllable-canvas,source,H2,pattern
webcraft,WebCraft,webcraft-team,ai-app-site-builder,source,H2,personal/community org (webcraft-team)
webcraft-ai-siddharth,WebCraft AI by Siddharth Kumar Rai,siddharth-kumar-rai,ai-app-site-builder,source,H2,personal/community org (siddharth-kumar-rai)
webcraft-krish,WebCraft AI by Krish Anand,krish-anand,ai-app-site-builder,source,H2,personal/community org (krish-anand)
webgalaxy,WebGalaxy,webgalaxy-team,ai-app-site-builder,source,H2,personal/community org (webgalaxy-team)
webly,WebLy,ayushman-gupta,ai-app-site-builder,source,H2,personal/community org (ayushman-gupta)
webnode,WebNode Framework,lifelessa,code-native-visual-ide,source,H2,override:开源节点式 Python Web 框架项目，可自行部署。
webora,Webora,keenoy,ai-app-site-builder,source,H2,override:个人教学性质开源项目，README 自述 educational 且无许可。
webora-josiah,Webora by JOSIAHTHEPROGRAMMER,josiah-the-programmer,ai-app-site-builder,source,H2,personal/community org (josiah-the-programmer)
website-builder-agent-peter,Website Builder Agent by peter890176,peter890176,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
website-that-builds-itself,Website That Builds Itself,echohive,agent-controllable-canvas,source,H2,pattern
websitebuilder-susmita,AI-Powered Website Generator by Susmita Dey,susmita-dey,ai-app-site-builder,source,H2,personal/community org (susmita-dey)
webstew-ai,Webstew AI,sgk112,agent-platform-design-surface,source,H2,pattern
werilog,Werilog,werispace,ai-engineering-design-workspace,source,H2,pattern
whipui,WhipUI,whipforaweeb,general-agent-visual-tools,source,H2,pattern
whiteport-design-studio,Whiteport Design Studio,bmad-code,general-agent-visual-tools,source,H2,pattern
windsurf,Windsurf,cognition,general-agent-visual-tools,architecture,H2,pattern
wordpress-ai-builder-apex,ApexNeural AI Website Builder for WordPress,apexneural,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
work-with-design-systems,work-with-design-systems,natdexterra,agent-controllable-canvas,source,H2,pattern
workflowai-dresar,WorkflowAI by Dresar,eka-syarif-maulana,agent-platform-design-surface,source,H2,pattern
workflowos,WorkflowOS,production-ai-institute,visual-decision-verification-workspace,source,H2,pattern
worried-presenter,Worried Presenter,worried-presenter,agent-controllable-canvas,architecture,H2,pattern
wrenai,WrenAI,canner,ai-engineering-design-workspace,source,H2,pattern
writerflow,WriterFlow,pruthviraj-gavhane,agent-platform-design-surface,source,H2,pattern
wzrdflow,WZRDFLOW,five-dee-studios,agent-controllable-canvas,source,H2,pattern
x-fluxagent,X-FluxAgent,x-school-academy,agent-controllable-canvas,source,H2,pattern
xca-agent,XCA Agent,quotexlasthope3-commits,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
xsharko-ai,XSharko AI,tamim-bro,ai-app-site-builder,source,H2,personal/community org (tamim-bro)
yank-note,Yank Note,purocean,established-visual-platform,source,H2,override:开源本地优先 Markdown 编辑器桌面应用，AI 扩展为其组件。
yellow-machine,Yellow Machine,devesh-singh,standalone-design-agent,source,H2,personal/community org (devesh-singh)
yuzudraw,YuzuDraw,almog-gavra,code-native-visual-ide,source,H2,personal/community org (almog-gavra)
zaptrace,ZapTrace,osman-aslan,ai-engineering-design-workspace,source,H2,pattern
zcad,zCAD / Zixel 3D CAD,zixel,ai-engineering-design-workspace,architecture,H2,pattern
zephyr-framework,Zephyr Framework,daltlc,visual-editor-infrastructure,source,H2,pattern
zero-build-slides,Zero-Build Slides,decocms,general-agent-visual-tools,source,H2,pattern
zeronode,ZeroNode,streetcoder02,agent-controllable-canvas,source,H2,pattern
zigma,Zigma,zigma,design-code-bridge,architecture,H2,pattern
zinloop,Zinloop,zinloop,agent-controllable-canvas,architecture,H2,pattern
zukai,Zukai,satoru-ogura,agent-controllable-canvas,source,H2,pattern
3d-modeling-skill,3D Modeling Skill,ghsi011,ai-engineering-design-workspace,source,H3,pattern
3dmodel-skill,3dmodel Skill,fletcher-holt,general-agent-visual-tools,architecture,H3,pattern
abvx-agent-skills,ABVX Agent Skills,abvx,general-agent-visual-tools,source,H3,pattern
agents365-drawio-skill,Agents365 Draw.io Skill,agents365,general-agent-visual-tools,source,H3,pattern
ai-design-skills,AI Design Skills,supercharge-growth,general-agent-visual-tools,source,H3,pattern
anthropic-agent-skills,Anthropic Agent Skills,anthropic,general-agent-visual-tools,source,H3,pattern
autodesk-platform-services-skills,Agent Skills for Autodesk Platform Services,autodesk,general-agent-visual-tools,source,H3,pattern
automotive-skills-suite,Automotive Skills Suite,jherrod-thomas,general-agent-visual-tools,source,H3,pattern
aws-architecture-diagram-skill,AWS Architecture Diagram Skill,alexey-vidanov,general-agent-visual-tools,source,H3,pattern
azure-diagram-skill,Azure Diagram Skill,sriram-sundaresan,agent-platform-design-surface,source,H3,pattern
brand-design-skill,Brand Design Skill,ziguishian,general-agent-visual-tools,source,H3,pattern
builder-skills-system-architect,Builder Skills System Architect,tharun-kumar,agent-platform-design-surface,source,H3,pattern
canvas-ai-page-context-generation,Canvas AI Page Context Generation Skill,akhil-babu,general-agent-visual-tools,source,H3,pattern
claude-code-design,claude-code-design,bluzir,standalone-design-agent,source,H3,override:为 Claude Code 编写的一组 skill、starter 组件与命令构成创作回路，属 skill 包。
claude-design-skill-jiji,Claude Design Skill by jiji262,jiji262,standalone-design-agent,source,H3,pattern
claude-engineering-skills,Claude Engineering Skills Library,soljourner,general-agent-visual-tools,source,H3,pattern
claude-webkit,Claude Web Builder,tododeia,ai-app-site-builder,source,H3,override:面向 Claude 的向导式项目 kit（内含多个 .claude skills 的创作流程），属 workflow 包。
claudesign,Claudesign,claudate,standalone-design-agent,source,H3,override:跨 agent 的 skill 加 DESIGN.md 编排工具包，属 workflow/skill 包。
claw-design,Claw Design,xianshang33,standalone-design-agent,source,H3,override:platform-neutral Agent Skill（artifact 契约加验证脚本），属 skill 包。
computational-design-skills,Computational Design Skills,abhinav-bhardwaj,general-agent-visual-tools,source,H3,pattern
copilot-sdd-skills,Copilot SDD Skills,maximilian-mayr,agent-platform-design-surface,source,H3,pattern
cuellar-design-skills,Carlos Cuellar Design Skills,carlos-cuellar,general-agent-visual-tools,architecture,H3,pattern
deckestra,Deckestra,sunweitao,standalone-design-agent,source,H3,override:隐私门控的本地 Agent Skill，带发布 provenance 锁，属 skill 包。
design-agent-skills,Design Agent Skills,wang-yiyang,general-agent-visual-tools,source,H3,pattern
design-eng-skills,Design Engineering Skills,farming-labs,general-agent-visual-tools,source,H3,pattern
design-md-agent-skill,design.md Agent Skill,jeftar-mascarenhas,general-agent-visual-tools,source,H3,pattern
design-os,Design OS,rudy0z,standalone-design-agent,source,H3,override:明确打包为 agent skill 的门控设计生产工作流，属 workflow 包。
design-system-extraction,Design System Extraction Skill,tuotuo,design-code-bridge,source,H3,pattern
design-system-extractor-skill,Design System Extractor Skill,simon-bloom,design-code-bridge,source,H3,pattern
drawio-diagram-builder,Draw.io Diagram Builder Skill,xiaowei-hua,general-agent-visual-tools,source,H3,pattern
drawloop-skill,drawloop-skill,sashika-suraweera,agent-controllable-canvas,source,H3,pattern
editable-presentation-studio,Editable Presentation Studio,coille02,standalone-design-agent,source,H3,override:独立 agent skill（HTML 转可编辑 PPT/Google Slides），属 skill 包。
ee-circuit-design-skills,EE Circuit Design Skills,thanabordee-nammungkhun,ai-engineering-design-workspace,source,H3,pattern
emdash-skills,Emdash Skills,megabyte-labs,agent-platform-design-surface,source,H3,pattern
engineering-design-plugin,Engineering Design Agent Skills,straydog,ai-engineering-design-workspace,source,H3,pattern
fabricio-skills,Fabricio Telles Skills,fabricio-telles,general-agent-visual-tools,source,H3,pattern
figedit,FigEdit,giszzt,standalone-design-agent,source,H3,override:以 SKILL.md 为核心的截图重建 skill 加示例包，属 skill 包。
figma-design-system-skills,Figma Design System Skills,edenspiekermann,general-agent-visual-tools,source,H3,pattern
figma-editable-dashboard-skill,Figma Editable Dashboard Skill,fazal-shah,agent-controllable-canvas,source,H3,pattern
flowforge-skill,FlowForge Skill,wentong2022,general-agent-visual-tools,source,H3,pattern
fluxwing-skills,Fluxwing Skills,trabian,general-agent-visual-tools,source,H3,pattern
freecad-modeling-skill,FreeCAD Modeling Skill,ranranjiang666,ai-engineering-design-workspace,architecture,H3,pattern
frontend-slides,Frontend Slides,zarazhangrui,standalone-design-agent,source,H3,override:档案明确为给编码 agent 的 skill 契约（三视觉预览→选定方向→成稿回路），属 agent skill 包。
garden-skills,Garden Skills,conardli,general-agent-visual-tools,source,H3,pattern
genjutsu,genjutsu,athevon,standalone-design-agent,source,H3,override:两个编排 skill（cast/paint）组成的跨栈 agent 创作系统，属 skill 包。
get-shit-pretty,Get Shit Pretty,jubscodes,standalone-design-agent,source,H3,override:面向编码 agent 的仓库内设计系统与 pipeline skills，属 workflow 包。
github-copilot-agent-skills,GitHub Copilot Agent Skills by Thomas Thornton,thomas-thornton,general-agent-visual-tools,source,H3,pattern
higgsfield-skills,Higgsfield Skills,higgsfield,general-agent-visual-tools,source,H3,pattern
ian-nuttall-skills,Ian Nuttall Skills,ian-nuttall,general-agent-visual-tools,source,H3,pattern
image-svg-pptx-pro,Image SVG PPTX Pro,kongzhe,standalone-design-agent,source,H3,override:仓库即 skill（image-svg-pptx-pro-skill 加 SKILL.md），属 skill 包。
ios-design-agent-skill,iOS Design Agent Skill,josh-adams,general-agent-visual-tools,source,H3,pattern
jezweb-claude-skills,Jezweb Claude Skills,jezweb,general-agent-visual-tools,source,H3,pattern
jithin-blender-skill,Blender Agent Skill by Jithin Joseph,jithin-joseph,general-agent-visual-tools,source,H3,pattern
kicad-agent-seahan,KiCad Schematic Design Skill by Seahan,han-seahan,ai-engineering-design-workspace,source,H3,pattern
kicad-pcba-engineering-skills,KiCad PCBA Engineering Skills,tsukimori-dev,ai-engineering-design-workspace,source,H3,pattern
kicad-skills-ipc,KiCad Skills with IPC API,hubert-kicad,ai-engineering-design-workspace,source,H3,pattern
kiskill,KiSkill,avatarsd,ai-engineering-design-workspace,source,H3,pattern
knowledge-cat-ppt,Knowledge Cat PPT Skill,gnipbao,standalone-design-agent,source,H3,override:story-first 演示 agent skill（含 deck-plan 契约与校验脚本），属 skill 包。
logo-generator-skill,Logo Generator,guicang,general-agent-visual-tools,source,H3,pattern
mash-kicad-skills,KiCad Skills by mash,masakazu-ohtsuka,ai-engineering-design-workspace,source,H3,pattern
mengto-agent-skills,Meng To Agent Skills,meng-to,general-agent-visual-tools,source,H3,pattern
michpro-kicad-tools,kicad-tools Agent Skill by Michal Protasowicki,michal-protasowicki,ai-engineering-design-workspace,source,H3,pattern
mira-animator,Mira Animator,sandeco,standalone-design-agent,source,H3,override:agent 运行的演示创作 workshop，专业 agent 链加 CLI 加 skill，属 agent 工作流包。
nature-skills,nature-skills,nature-skills,general-agent-visual-tools,source,H3,pattern
openmontage,OpenMontage,calesthio,standalone-design-agent,source,H3,override:12 阶段 pipeline 清单与导演 skill 指导宿主编码 agent 的创作回路，属 workflow 包。
paper2slides,paper2slides,inhyeoklee,standalone-design-agent,source,H3,override:仓库即 skill（paper2slides-skill 加 SKILL.md），agent 读论文生成 Reveal.js 讲稿。
pascal-skills,Pascal Skills,pascal,visual-decision-verification-workspace,source,H3,pattern
pcba-design-skills,PCBA Design Skills,keitark,ai-engineering-design-workspace,source,H3,pattern
penpot-skills,Penpot Skills,juan-de-la-cruz,design-code-bridge,source,H3,pattern
picasso,Picasso,viperr,standalone-design-agent,source,H3,override:明确为 agent skill（SKILL.md），进行视觉方向选择门控流程。
power-platform-full-stack-skills,Power Platform Full Stack Skills,scott-durow,agent-platform-design-surface,source,H3,pattern
presentation-skill,Presentation Skill,siril,standalone-design-agent,source,H3,pattern
prototype-to-figma-skill,Prototype to Figma Skill,alima-max,design-code-bridge,source,H3,pattern
psenger-agent-skills,Philip Senger AI Agent Skills,philip-senger,visual-decision-verification-workspace,source,H3,pattern
qt-agent-skills,Qt Agent Skills,qt-company,design-code-bridge,source,H3,pattern
rampstack-skills,RampStack Brand Build Skills,rampstack,general-agent-visual-tools,source,H3,pattern
resource2skill,Resource2Skill,microsoft,agent-platform-design-surface,source,H3,pattern
rw-consulting-ppt,RW Consulting PPT,pikapika260214,standalone-design-agent,source,H3,override:打包两个 agent 工作流（图片 deck 与重建可编辑 PPT），属 workflow 包。
s-stack,Scott's Dope Skills,scott-tolinski,general-agent-visual-tools,source,H3,pattern
scylla-diagram-skill,ScyllaDB Diagram Skill,attila-toth,standalone-design-agent,source,H3,pattern
sensenova-skills,SenseNova Skills,sensenova,agent-platform-design-surface,source,H3,pattern
shain-design-system-skill,Shain Design System Skill,dmytro-shain,general-agent-visual-tools,architecture,H3,pattern
skillstead,Skillstead,kyungseo-park,general-agent-visual-tools,source,H3,pattern
solidworks-automation-skill,SolidWorks Automation Skill,wzyn,ai-engineering-design-workspace,source,H3,pattern
spark-to-paper-skills,spark-to-paper-skills,vast-intelligence-lab,general-agent-visual-tools,source,H3,pattern
specula-skill,SPECULA Skill,specula,general-agent-visual-tools,source,H3,pattern
subcortex-visualization-skill,Subcortex Visualization Skill,ma-qi,general-agent-visual-tools,source,H3,pattern
super-design-skills,Super Design Skills,nick-vyhouski,general-agent-visual-tools,architecture,H3,pattern
svg-creation-skill,SVG Creation Skill,itayfi,general-agent-visual-tools,source,H3,pattern
svg-icon-skills,SVG Icon Skills,muxia0396,general-agent-visual-tools,source,H3,pattern
taste-skills,Taste-Skills,dragoon,visual-decision-verification-workspace,source,H3,pattern
thedesign-agent-skills,The Design Project Agent Skills,the-design-project,general-agent-visual-tools,source,H3,pattern
threejs-game-skills,Three.js Game Skills,majid-manzarpour,general-agent-visual-tools,source,H3,pattern
tiangong-ai-decks,Tiangong AI Decks,linancn,standalone-design-agent,source,H3,override:filesystem-first 的 agent 流水线包（pipeline 加 CLI 加 JSON 交接），属 workflow 包。
ux-ui-agent-skills,UX UI Agent Skills,plugin87,general-agent-visual-tools,source,H3,pattern
ux-writing-skill,UX Writing Skill,content-designer,design-code-bridge,source,H3,pattern
yuv-ai-creative-skills,YUV.AI Creative Skills,yuv-ai,general-agent-visual-tools,source,H3,pattern
addercad,AdderCAD,adder-labs,runtime-overlay-bridge,architecture,H4,pattern
agentation,Agentation,agentation,runtime-overlay-bridge,source,H4,pattern
ai-forge-mcp,AI Forge MCP,hurtz-donut,ai-engineering-design-workspace,architecture,H4,pattern
airship,Airship,nayan-airship,runtime-overlay-bridge,source,H4,pattern
artclaw-bridge,ArtClaw Bridge,ivan-yang,agent-controllable-canvas,source,H4,pattern
azure-diagram-mcp-server,Azure Diagram MCP Server,jah-yee,general-agent-visual-tools,source,H4,pattern
bedrock-image-mcp-server,Bedrock Image MCP Server,karl-wallbom,general-agent-visual-tools,source,H4,pattern
blender-mcp-n8n,Blender MCP for n8n,seehiong,agent-controllable-canvas,source,H4,pattern
blender-mcp-server-namurokuro,Blender MCP Server by namurokuro,namurokuro,agent-controllable-canvas,source,H4,pattern
blender-mcp-vinhelysia,blender-mcp by vinhelysia,vinhelysia,agent-controllable-canvas,source,H4,pattern
blender-mcp-vxai,Blender MCP VXAI,vxai,agent-controllable-canvas,source,H4,pattern
blendermcp,BlenderMCP,ahujasid,agent-controllable-canvas,source,H4,pattern
canopy,Canopy,dipesh-bhardwaj,runtime-overlay-bridge,source,H4,pattern
code-inspector,Code Inspector,zh-lx,runtime-overlay-bridge,source,H4,pattern
comfy-mcp-official,Comfy MCP,comfy-org,agent-controllable-canvas,architecture,H4,pattern
comfyui-easy-color-corrector,ComfyUI EasyColorCorrector,regiellis,established-visual-platform,source,H4,override:ComfyUI 扩展/节点套件，属插件层。
comfyui-mcp,comfyui-mcp,artokun,agent-controllable-canvas,source,H4,pattern
convey,Convey,bitovi,runtime-overlay-bridge,source,H4,pattern
css-studio,CSS Studio,motion,runtime-overlay-bridge,architecture,H4,pattern
dcc-cua,dcc-cua,dcc-mcp,runtime-overlay-bridge,source,H4,pattern
dcc-mcp-3dsmax,DCC-MCP 3ds Max,dcc-mcp,agent-controllable-canvas,source,H4,pattern
dcc-mcp-aftereffects,DCC-MCP After Effects,dcc-mcp,agent-controllable-canvas,source,H4,pattern
dcc-mcp-blender,DCC-MCP Blender,dcc-mcp,agent-controllable-canvas,source,H4,pattern
dcc-mcp-cinema4d,DCC-MCP Cinema 4D,dcc-mcp,agent-controllable-canvas,source,H4,pattern
dcc-mcp-comfyui,DCC-MCP ComfyUI,dcc-mcp,agent-controllable-canvas,source,H4,pattern
dcc-mcp-core,DCC-MCP Core,dcc-mcp,general-agent-visual-tools,source,H4,pattern
dcc-mcp-fpt,DCC-MCP Flow Production Tracking,dcc-mcp,general-agent-visual-tools,source,H4,pattern
dcc-mcp-freecad,DCC-MCP FreeCAD,dcc-mcp,ai-engineering-design-workspace,source,H4,pattern
