slug,product,tier,reason
review-gate,Review Gate,other,pinned Cursor-extension and MCP implementing a blocking visual review gate
rfingadam-mcp-blender,RFingAdam mcp-blender,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
rflect,RFlect,other,real antenna measurement workspace with 41 MCP tools and deterministic analysis
rhino-grasshopper-mcp,Rhino Grasshopper MCP,other,pinned TCP bridge driving real Grasshopper graph operations plus layout learner
rhino-mcp,RhinoMCP,other,pinned socket bridge executing NURBS/scene ops with Rhino as geometric authority
rivet-design,Rivet,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
rjwalters-kicad-tools,kicad-tools by Robb Walters,other,"real CLI/MCP foundation over native KiCad files, pinned source"
rocket-new,Rocket.new,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
rocketpen,RocketPen,other,closed Figma plugin with landing page only and no usable contracts
rocketride,RocketRide,other,"open-source pinned source, portable .pipe pipeline file on one C++ engine"
rocketsmith,RocketSmith,other,real engineering workspace across simulation/CAD/slicing with mass-calibration
rosebud-ai,Rosebud AI,other,real hosted game-editor product with playable runtime and strong product contracts
rpaforge,RPAForge,other,"real executable process-graph editor with AI proposal gate, pinned source"
rtl-claw,RTL-CLAW,other,source-level RTL ED agent toolchain with pinned source and concrete Partition-Opt-Merge workspace mechanism
ruth-v3,RUTH V3,other,real desktop CAD assistant with pinned source and concrete voice-to-build123d-to-printer mechanism
rw-consulting-ppt,RW Consulting PPT,other,"source-level, image-authority deck packaging and OCR reconstruction route, pinned"
ryze-ui-agent-mazhar,Ryze UI Agent by Mohd Mazhar Khan,other,"thin single-route page demo with no persistence, though registry-gated preview mechanism is concrete"
ryze-ui-generator-rohit,Ryze UI Generator by Rohit Kumar,other,"thin single-page demo where model owns plan and deterministic emission, partial substance"
ryzeai-lakshmi,RyzeAI by Lakshmiprasanth,other,"thin single-route demo with process-memory version store, concrete validation mechanism but no durability"
ryzen-ai-anushka,Ryzen AI by Anushka Chaudhary,other,"thin single-page demo with fallback demo-mode and no durable project model, partial substance"
s-stack,Scott's Dope Skills,other,"source-level, durable-brief critique loop with recurring review, pinned"
sam-pdf-studio,Sam PDF Studio,other,"native macOS PDF workspace with version-stack undo and local MCP engine, substantial pinned implementation"
sand-canvas,Sand,other,"component design canvas with shared .sand graph, MCP batch writer and human-agent correction, real implementation"
sandboxd,sandboxd,other,"agent AI app builder where source workspace owns the app with snapshot/fork lineage, deploy gap documented but core real"
scad-webmcp,SCAD WebMCP,other,pinned WebMCP workspace implementing the complete source-mutation OpenSCAD loop
sceneconductor,SceneConductor,other,"research single-image-to-Blender pipeline with stage gates and intermediate geometry, reproducible release"
sci-figure,sci-figure,other,"single compact skill contract with no hosted engine, thin implementation with a usable figure-authoring mechanism"
scientific-illustrator,Scientific Illustrator,other,"host-bridge agents reconstructing figures as editable PowerPoint/WPS/Draw.io objects with MCP server, real implementation"
scifig,SciFig,other,"open pinned structuring skill plus hosted platform, real prompt-structuring mechanism"
scriptbreak,ScriptBreak,other,"working screening-analysis app plus MCP server, source-level evidence"
scylla-diagram-skill,ScyllaDB Diagram Skill,other,"source-level, interview-to-.diagram.json export workflow with preview, pinned"
sdd-de,SDD-DE,other,"specification-driven design dev kit with branch-per-spec cycle and extraction/verify skills, real toolkit"
sdd-diagram-copilot,SDD Diagram Copilot,other,"real yaml authority, graph projection and YAML tests"
seaslides,SeaSlides,other,"Typst/Touying agent toolchain with compile receipts and visual-review quality gates, concrete mechanism"
seko,Seko,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
self-review,Self-Review,other,规则排除
sensenova-skills,SenseNova Skills,other,"source-level, retained-HTML editable intermediate in PPT workflow, pinned"
seo-image-renamer-figma,SEO Image Renamer,other,"architecture-level only, no public source, narrow rename plugin with weak contracts and thin evidence"
serendie-ai,Serendie Design System AI,other,"real product but distinctive Figma write-mechanism is architecture-level and unlocated, only read-side MCP is source-level"
serpentine3d,Serpentine3D,other,"OpenCASCADE NURBS modeller with exact BREP state shared by UI/scripts/MCP, substantial real implementation"
shad-expo-studio,Shad Expo Studio,other,"real workspace with dual-purpose examples, story generator and CI baseline review"
shadway,Shadway,other,"component workshop with runnable file bundle, Sandpack execution and registry promotion, concrete mechanism"
shain-design-system-skill,Shain Design System Skill,other,"architecture-level evidence ceiling, no runtime, guidance-only operating contract"
shain-designer-kit,Shain Designer Kit,other,"project starter scaffold with a real role-separated team pipeline and project memory, partial substance"
shakedroid,Shakedroid,other,"implemented Android delivery fork with APK build-service adapter and browser-side signing, concrete mechanism"
shakespeare,Shakespeare,other,"browser-owned source-repo app builder with isomorphic-git, in-browser build and deploy adapters, substantial"
shape,Shape,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
shopnest,ShopNest,other,"structured AI site builder with validated business brief and deterministic section/theme/media separation, real implementation"
silex,Silex Desktop AI,other,"open-source pinned source, Tauri MCP bridge into GrapesJS editor with concrete capability mechanism"
silvercraft-ai,SilverCraft AI,other,"staged data-modeling supervisor with evidence gates, strict JSON contracts and HITL, substantial implementation"
sim,Sim,other,"collaborative workflow workspace sharing one editable block graph across authoring/execution/deploy, substantial"
simcorrect,SimCorrect,other,"robot simulation self-correction with paired sims and named parameter patches via MuJoCo, concrete mechanism"
simonkurtz-drawio-mcp,Simon Kurtz Draw.io MCP Server,other,pinned drawio XML generator with transactional staging and its own diagram model
simplecore-board-parity-walk,SimpleCORE Board Parity Walk,other,architecture-level skill with thin runtime evidence
simplecore-svg-diagrams,SimpleCORE SVG Diagrams,other,pinned skill source with concrete render-audit mechanism
simplecore-wireframe-boards,SimpleCORE Wireframe Boards,other,pinned skill source with durable frame-identity contract
sio,Sio,other,hosted product with traceable study lifecycle contracts
sirelia,Sirelia,other,real local file-to-browser bridge with pinned watcher/server/render source
siteforge-ai-maf,SiteForge AI by Maf-Kelvin,other,pinned source; structured bundle normalization mechanism
siteforge-ai-psa,SiteForge AI by P Sreyanshu Anupam,other,pinned source; streaming generation and code extraction mechanism
sitegen-ai-mohamad,SiteGen AI,other,pinned source; constrained Gemini artifact boundary
sketch-chat,AI Diagram / Sketch.chat,other,pinned source; real editor as validity boundary
sketchforge,SketchForge,other,pinned source; live-scene MCP bridge with project format
skillstead,Skillstead,other,pinned open source SVG infographic pipeline with renderer and validation checks
slate,Slate,other,pinned source; locked-intent prompt graph and MCP bridge
slide-promax,Slide ProMax,other,pinned source; format-specific renderer and review process
slideagent,SlideAgent / DynaSlide,other,pinned research code; object-level pptx parsing and YAML update path
slidefinder,SlideFinder,other,pinned source; provenance-preserving slide merge workflow
slideflow,SlideFlow,other,pinned source; DOM-to-vector PPT reconstruction mechanism
slides-grab,slides-grab,other,pinned source; bbox selection and design-gate mechanism
slidex,SlideX,other,real browser deck app with layout-pattern generation and direct canvas editing
smart-canvas,Smart Canvas,other,pinned source; graph persistence and model-node execution route
smart-mermaid-assistance,Smart Mermaid Assistance,other,pinned source; source-aware prompts and GitHub sync
smartmodeler,SmartModeler,other,pinned source; typed graph planning and immutable-run execution
smythos-studio,SmythOS Studio,other,pinned source; executable component graph and deployment reuse
software-design-mermaid-mcp,Software Design Mermaid MCP,other,pinned MCP opening a live editor that round-trips human geometry back to source
solidpilot,SolidPilot,other,pinned source; Feature Graph IR with round-trip evaluation
solidworks-ai-cover-generator,SOLIDWORKS AI Cover Generator,other,pinned source; variant selection and delivery mechanism
solidworks-automation-skill,SolidWorks Automation Skill,other,"real CAD workbench/CLI/MCP with capability and evidence contracts, DFM/FEA gates"
soniq,Soniq,other,pinned source; versioned voice graph with publish-and-pin runtime
soulcanvas,灵境画布,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
spaceforge,Spaceforge,other,pinned source; browser-local generation into files and versioned sites
spark-to-paper-skills,spark-to-paper-skills,other,"figure SVG pipeline with deterministic audit and paper orchestrator, pinned source"
sparkbench,SparkBench,other,规则排除
sparkui,SparkUI,other,real Figma plugin but only architecture-level marketing evidence with no usable contracts
sparo-os,Sparo OS,other,pinned source; versioned Product Apps with revision-checked graph
specula-bos,Specula BOS,other,architecture docs/templates with no implementation
specula-framework,SPECULA Framework,other,pinned source; schema/policy governance runtime
specula-method,Specula Method,other,real method with pinned agent protocol and JSON artifact schemas
specula-skill,SPECULA Skill,other,real constitution/state-machine skill with JSON schemas and validation script
spicexplorer,SpiceXplorer,other,real SPICE-in-the-loop optimizer with pinned source
squarespace-blueprint,Squarespace Blueprint AI,other,real hosted Squarespace feature where AI-built site enters the native editor lineage
sre-design,SRE Design,other,real provenance pipeline with schema registry and pinned source
stagewise,stagewise,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
starrykit,StarryKit,other,hosted editor with pinned MCP skill/connection contract and analyzable agent control semantics
statecraft,Statecraft,other,hosted source-projection product recovering journeys from a real repo with concrete mechanism
step1,Step1,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
stick,Stick,other,complete persisted generation state machine with pinned source and live surface
stitch-clone-khandev,Stitch Clone by Irfan Khan,other,规则排除
stitch-kit,stitch-kit,other,installable orchestration skills layer with recorded MCP schemas and pinned source
story-blocks,Story Blocks,other,real Django interactive-fiction editor with pinned source
story-video-editor,Story AI Video Editor,other,real long-form video editor with advisory agent recommending actionable timeline edits
storyboard-reference-studio,Storyboard Reference Studio,other,real electron reference-board app with MCP bridge and pinned source
storybook-assistant,Storybook Assistant,other,real Claude Code agents and skills over a component repo
storyflow-ai-canvas,StoryFlow AI Canvas,other,real client DAG with typed node contracts and pinned source
strands-tools-diagram,Strands Agents Diagram Tool,other,thin deprecated/sunsetting tool scheduled for removal
stride-gpt,STRIDE GPT,other,real diagram-as-threat-evidence app with pinned implementation
stylekit,StyleKit,other,real agent skill and export API materializing styles with pinned source
styleseed,StyleSeed,other,real design-lock compiler with hash-verifiable bundles and pinned source
subcortex-visualization-skill,Subcortex Visualization Skill,other,reproducible ROI figure workflow with atlas/provenance checks and diagnostics
subframe,Subframe,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
substrata,Substrata,other,real multi-domain workspace with pinned source and OpenSCAD artifacts
sumi,Sumi,other,real routed design system with gated pipelines and pinned source
super-design-skills,Super Design Skills,other,"methodology layer with several skills self-labeled light scaffolds, thin mechanism"
superdesign,Superdesign,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
superdesign-mcp,Superdesign MCP Server,other,pinned independently maintained MCP server with tool contracts and gallery loop
superinterface,Superinterface,other,real open-core assistant interface with pinned React/Javascript/server source
superun,Superun,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
sutradhar-ai,Sutradhar AI,other,thin single-model-call workforce UI; graph only orders prompt context
svg-creation-skill,SVG Creation Skill,other,"raster-to-SVG pipeline with tracer and preview renderer, pinned source"
svg-factory,SVG Factory,other,real CLI and agent skill for deterministic SVG with pinned source
svg-icon-skills,SVG Icon Skills,other,paired icon create/convert skills with SVG audit and CI fixtures
svgenius-figma,SVGenius for Figma,other,no source or acceptance run; closed Figma plugin with only a marketplace listing
swark,Swark,other,open-source pinned source turning repo scope into editable Mermaid markdown in the tree
swe-atlas,SWE Atlas,other,real wireframe-to-spec methodology with pinned repo
sylang-studio,Sylang Studio,other,real MBSE brand seam with pinned source and structured work objects
symxplorer,SymXplorer,other,real symbolic circuit search with pinned source
synapese-25,Synapese 25,other,real typed-layout ecommerce generator with pinned source
synapse-app-builder,Synapse App Builder,other,real validate-then-apply BuildPlan with pinned source
syncpoint,SyncPoint,other,early-access closed product with only a landing contract and no install or source available
synthesisui,SynthesisUI,other,no implementation repo; landing page and unscored product claims only
synthezy,Synthezy,other,real canvas element generation with pinned source
syntropy,Syntropy,other,real graph mutation/canvas app with pinned source
system-prompt,System Prompt,other,thin local-only browser notebook; reactive compute but minimal product substance
sysvis-ai,SysVis.AI,other,"pinned open-source system-design canvas with editable graph, Monaco and time-travel undo"
tabularis,Tabularis,other,"open-source pinned source, text-to-SQL with approval gate and live schema diagram"
takumi,Takumi,other,pinned source with JSON-contract generation route mounting accepted bundles into Sandpack
talk-to-your-slides,Talk-to-Your-Slides,other,pinned research implementation mutating native PowerPoint via COM with clear Planner/Applier split
talktofigma,TalkToFigma,other,pinned active MCP adapter bridging external agent to native Figma edits via WebSocket relay
tapcanvas,TapCanvas,other,"pre-release with only landing/policy evidence, no implementation or usable contracts"
taploop-studio,Taploop Studio,other,hosted campaign workspace with documented layer-editing and brand-kit operations
taskstream,TaskStream,other,pinned full-stack workflow with authoritative versioned graph and queued backend executor
taste-skills,Taste-Skills,other,real visual-audit/ranking skill set with pinned source though experimental validation
teable,Teable,other,"open relational core plus hosted AI app builder, open source provides real analyzable evidence"
techdraw,TechDraw,other,pinned architecture-diagram canvas with concrete per-node provider mutation and local storage
tellr,tellr,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
tempad-dev,TemPad Dev,other,real extension/MCP design-to-code bridge
tempo,Tempo,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
tenali-v1,Tenali v-1,other,"thin three-state workbench and no project store, only a simple typed generation-to-preview loop"
tencent-codebuddy,CodeBuddy,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
terravision,TerraVision,other,real tool recovering infra relationships into native Draw.io XML with emitter and tests
tersa,Tersa,other,pinned Vercel-labs visual AI playground with node composition routed through a provider gateway
tesslate-agent-builder,Tesslate Agent Builder,other,"pinned visual authoring layer over TFrameX with typed nodes, triggers and PostgreSQL persistence"
tessra,Tessra,other,real React Flow canvas authoring typed draft and package export
text-to-cad,Text to CAD,other,"pinned CAD/CAE/CAM skills library with STEP authoring, viewer and fabrication handoff"
text-to-cad-coach,Text-to-CAD Coach,other,pinned Codex plugin separating requirements coach from geometry builder with validation
text-to-website-rahul,TextToWebsite,other,historical 2023 hackathon with stale evidence and thin Streamlit pipeline despite real HTML outputs
text2diagram,DiagramAI / text2diagram,other,"open-source pinned source, real Mermaid micro-SaaS with clear source/export mechanism"
textocad,TextoCAD,other,"closed architecture-level hosted CAD product with no exposed contracts, only a param package mechanism"
thedesign-agent-skills,The Design Project Agent Skills,other,"design-system metadata/Figma generators with real scripts, pinned source"
thoth-blueprint,Thoth Blueprint,other,pinned database-design workspace with patchable schema authority and DBML/SQL/JSON handoffs
threatatlas,OWASP ThreatAtlas,other,pinned OWASP threat-modeling DFD tool with governed AI assistant and versioned risk model
threejs-game-skills,Three.js Game Skills,other,"coordinated game skill suite with director, QA/release and canvas inspection"
throughline,ThroughLine,other,installable agent skill system with adapter installer and tests
tiangong-ai-decks,Tiangong AI Decks,other,filesystem deck pipeline with validated JSON handoffs and rendering contract
timecapsule-slm,TimeCapsule SLM,other,pinned research-capsule plus p5.js creative-coding canvas with local SLM code validation
timecode-agent,TIMECODE-AGENT,other,pinned video-editing agent with durable evidence and sequence ledgers and re-derived exports
tinystudio,tinyStudio,other,self-described rough alpha maker IDE with real circuits but partial substance in each view
tldraw,tldraw SDK / Agent Starter Kit,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
tokenignite,TokenIgnite,other,"closed-core live token stream, only the npm runtime/CLI distribution inspectable"
tokvista,Tokvista,other,released Figma plugin with strong documented token diff/import contracts despite closed source
tonone,Tonone,other,real multi-team agent skill bundles with source-level contracts
tooljet,ToolJet,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
totalum-ai-app-builder,Totalum AI App Builder Open,other,pinned open-source client with typed VCaaS orchestration and version-recovery mechanism
trace-component-libraries,Trace Symbols and Footprints Libraries,other,"architecture-level hosted generation not exposed in source, only one analyzable EDA-authoring mechanism"
trace-pcb,Trace,other,real KiCad-derived PCB suite with public grammar and conversion mechanism despite architecture-level ceiling
tractstack,TractStack,other,pinned adaptive web-publishing system with AI writing into the same editable node tree
trae-work,TRAE Work,other,hosted ByteDance product with concrete design-library contracts and documented workspace mechanism
trinity-creative-canvas,Trinity Creative Canvas,other,pinned creative-intent graph with ComfyUI orchestration and provenance chain
tuna,Tuna,other,"pinned visual DevTools overlay relay with extension, MCP and metadata contract"
turbo-ea,Turbo EA,other,pinned enterprise digital twin with data metamodel and governed MCP mutation surface
tutti,Tutti,other,real Apache-2.0 multi-agent workspace with source-visible workspace persistence core
tylina,Tylina,other,"closed downloadable desktop editor with only product-site claims, no source or contracts"
typecraft,TypeCraft,other,real closed Figma plugin with concrete generated-typography mechanism and product contracts
typeui,TypeUI,other,real hosted design-system-as-instructions product with strong MCP/versioning contracts
ui-architect-aranees,UI Architect by Anees ur Rehman,other,open-source local visual-feedback agent loop with pinned source
ui-builder-julianshen,AI UI Builder by Julian Shen,other,open-source component build service with persisted generation/compile records
ui-craft,UI Craft,other,open-source agent control plane with executable MCP gates and rollback layer
ui-from-references,UI from References,other,open-source token-locking 4-phase agent skill with pinned source
uicanvas,UICanvas,other,open-source MCP-driven browser HTML canvas with pinned source
uichemy,UiChemy,other,real product with WordPress receiving side analyzed at source and concrete native-object mechanism
uigen-arshan,UIGen by Arshan Nawaz,other,open-source React project-tree generator with lossy-preview mechanism
uimason,UiMason,other,open-source governed source workspace with agent mesh and approval boundaries
uitiful,Uitiful,other,"early-access closed product, landing/plans-only evidence with no source or contracts"
uix-ai-agent,UIX AI Agent,other,open-source structured screen JSON with canvas and contextual refinement
uizard,Uizard,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
uml-flow,UML Flow,other,open-source compiler-oriented DSL-to-graph dual authority with pinned source
uml-tool,UML Tool,other,open-source small shared diagram JSON for human/agent co-editing with tests
uml-transcoder,UML Transcoder,other,open-source bidirectional code-UML-image transcoder with pinned source
unity-ai-tools,Unity AI tools,other,"closed beta from Unity, docs-level only, insufficient analyzable contracts"
unkode,Unkode,other,open-source YAML architecture-contract model with drift detection
uno-studio,Uno Platform Studio / Hot Design,other,Uno Hot Design with pinned open-source revision and real runtime-design + MCP mechanism
unofficial-davinci-mcp,Wasserman's Unofficial DaVinci MCP,other,pinned Resolve authoring with deterministic engines and honest live/interchange modes
unreal-agent-harness,Unreal Agent Harness,other,open-source act-see-correct loop for Unreal with concrete viewport decoding
unreal-blender-mcp,Unreal-Blender MCP,other,pinned cross-host bridge routing between real Blender and Unreal authorities
unreal-mcp,Unreal MCP,other,strong documented Epic Toolset-Registry contract with serialized engine-thread execution
usertesting,UserTesting,other,"established closed platform, only public help-doc evidence and no usable contracts"
uspec,uSpec,other,real Figma plugin plus skills with source-level schemas and component-markdown roundtrip
ux-pilot,UX Pilot,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
ux-planner,UX Planner,other,"Claude Code skill producing a markdown spec, thin implementation"
ux-reviewer,UX Reviewer,other,规则排除
ux-studio-ai,UX Studio AI,other,"closed hosted flow planner with only marketing/docs, no source or contracts"
ux-ui-agent-skills,UX UI Agent Skills,other,"token-based governance runtime with DTCG tokens, adapters, CLI and validators"
ux-writing-skill,UX Writing Skill,other,"copy governance skill with scoring, Figma integration and packaged dist"
uxbot,UXbot,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
uxcanvas,UXCanvas.ai,other,"closed hosted product with small evidence surface, only live page and no contracts"
uxscii,UXSCII,other,"real executable format spec with schema, processor, validator and CLI"
varbase-ai-figma,Varbase AI Figma,other,open-source Drupal resolver that scores Figma-to-component mapping deterministically
vberai-studio,VberAI Studio,other,"closed product, architecture-level only, mechanism described but not analyzable from source"
vcad,vCAD,other,open-source parametric CAD with executable geometry kernel and document authority
velocity,Velocity,other,open-source local-first command center with concrete workflow/session mechanics
velocity-ai-coder,Velocity AI Coder,other,"thin partial implementation, sandbox/deploy are synthetic stubs, only local generation is real"
ventura-startup-analyzer,Ventura Startup Analyzer,other,open-source startup analyzer with persisted strategy/website dual history
vercel-v0,v0,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
vercel-workflow-builder-template,Vercel AI Workflow Builder Template,other,规则排除
verilog-ide,Verilog IDE,other,open-source hardware IDE with simulation/synthesis validation of generated RTL
verxa-ai,VERXA AI,other,pinned source-level site builder with real template+DeepSeek multimodal generation and preview/download variants
vextra-mcp,Vextra MCP,other,"real read-only design-file bridge with pinned source and concrete mechanisms (progressive structural inspection, render evidence)"
vibe-automation,Vibe Automation Studio,other,pinned workflow builder with real JSON graph-mutation operations and 13-node execution path
vibe-code-suite,Vibe Coding Suite,other,real local bridge normalizing agent session diffs
vibe-coder-bluebot,Vibe Coder by bluebot-609,other,"pinned Gemini app builder with WebContainer workbench, SQLite persistence and bounded auto-fix loop"
vibe-coding-platform-lwshakib,Vibe Coding Platform by lwshakib,other,"pinned full-stack builder with PostgreSQL-backed file tools, GitHub commit promotion and WebContainer preview"
vibe-design-system-starter,Vibe Design System Starter,other,规则排除
vibe-mermaid,Vibe Mermaid Editor,other,pinned source-first Mermaid editor with node-referenced conversation and provider contracts
vibe-otter-lite,Vibe Otter Lite,other,thin educational distribution proving endpoints via two small demonstrative implementations without hosted product substance
vibe-workflow,Vibe Workflow,other,pinned node-graph workflow builder with save-before-run dependency execution and embeddable editor
vibecodeai,VibecodeAI,other,pinned persistent ProjectFile workspace with skill-based style governance and dual preview modes
vibecoder-dublyo,VibeCoder by Dublyo,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
vibecoding-a-website,VibeCoding a Website,other,"skill suite instructions only with no agent runtime, execution not provable from source"
vibesdk-mvp,VibeSDK MVP,other,"pinned generation route with blueprint+files, deterministic fallback and Sandpack preview despite MVP size"
vibeui-faraz,VibeUI by Farazkhan542,other,pinned Gemini component-generation workspace with Stitch polish branch and Sandpack runtime
vibma,Vibma,other,"historical but distinctive MCP-to-Figma bridge with typed CRUD endpoints, lint and version-history"
vibra-code,Vibra Code,other,pinned mobile-app workspace with durable session pointing at sandboxed source and GitHub push delivery
video-shotcraft,Video Shotcraft,other,concrete skill+recipe library materializing Remotion source with rendered gallery evidence
videococo,VideoCoCo,other,pinned research implementation with staged proxy-video physical artifact graph and executable skills
vidova,Vidova,other,"closed hosted video editor with only product page, timeline schema undisclosed"
virtuoso-bridge-lite,Virtuoso Bridge Lite,other,real bridge operating Cadence Virtuoso with pinned repo and concrete Python/SKILL domain operations
viscanvas,VisCanvas,other,"pinned research implementation with non-linear Vega-Lite node graph, branching and merge synthesis"
visdiff,Visdiff,other,"closed early-access product with only landing page, no disclosed thresholds or usable contracts"
vision-ai-vishnu,VISION.AI by Vishnu Prahalathan,other,thin single-shot structured HTML generator with browser session state and no persistence
visionary-claude,Visionary for Claude Code,other,"taste-as-asset system with accepted-store, DTCG tokens and plural verifier layers"
visk,Visk,other,architecture-level hosted product with described HTML-PPTX contract but no source or benchmarks
viso-mcp,Viso MCP,other,real file-backed modeling protocol with pinned repo and analyzable source-authority/live-projection architecture
visual-agent-builder-amrsaeed,AI Tutors Hub Visual Agent Builder,other,pinned Streamlit builder with SQLite node/edge persistence and version restoration
visual-agent-builder-brahim,Visual Agent Builder by Brahim Abdelbeki,other,pinned React Flow to LangGraph builder with real execution and Python export though browser-only
visual-agent-builder-reedrich12,Visual Agent Builder by Reed Richardson,other,"pinned bidirectional canvas with MCP mutation, typed execution edges and multi-framework export"
visual-agent-builder-studentfrederick,Visual Agent Builder by Freek van den Bosch,other,pinned browser-native Claude workflow canvas with real orchestrator execution and tool bundling
visual-agent-designer,Visual Agent Designer,other,"pinned local-first pipeline with typed agent stages, project JSON authority and handoff packaging"
visual-authoring,Visual Authoring,other,portable agent skill with scripts and review fixtures
visual-diagram-editor-rzabolotin,Visual Diagram Editor by Roman Zabolotin,other,"full-stack editor with AI graph mutation, collaboration and persistence at pinned commit"
voice-agent-platform-yumikoood,Voice Agent Platform by YumikoooD,other,open-source platform turning prompt into working Realtime voice agent at pinned source
voice-ai-workflow-builder,Voice AI Workflow Builder,other,"graph is real but test path only describes graph to model, no graph-native execution"
voiceblox,Voiceblox,other,canvas serialized into runtime config consumed by LiveKit worker with versioning
voxelsite,VoxelSite,other,"self-hosted site authoring with provider orchestration, SQLite authority and publish lifecycle"
wafiq-ai-workflow-generator,AI Workflow Generator by Wafiq,other,generates grounded workflow.json and executable Airflow DAG at pinned source
wallbit-workflows,Wallbit Workflows,other,real authoring/registry/CLI finance-workflow system
wam-studio,WAM Diagram Editor,other,"full-stack web-composition editor with generation, persistence and auth at pinned commit"
we0,We0.ai,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
web-page-generator-natalie,Web Page Generator by Natalie Basille,other,"archived 2024 brief-to-page loop, real streaming mechanism but thin and unmaintained"
web-to-design-md,web-to-design-md,other,"skill backed by executable browser-evidence and preview-render scripts, pinned source"
webagent-ragul,WebAgent,other,project directory authoritative with streamed file writes and preview at pinned source
webai-new,webAi.new,other,carves tagged Gemini files into workspace and runs Vite at pinned commit
webai-sparsh,WebAI by Sparsh Joshi,other,"Bolt-derived workspace with WebContainer preview, GitHub creation and Vercel deploy"
webapp-ai-ui-builder,WebApp AI UI Builder,other,thin schema-driven form mockup builder only
webbuild-arpitt,WebBuild by Arpit Tiwari,other,"section-graph editing mechanism real but browser-memory only, no persistence and simulated publish"
webcraft,WebCraft,other,conversational gen plus GrapesJS editor writing back to version-addressed source
webcraft-ai-siddharth,WebCraft AI by Siddharth Kumar Rai,other,full HTML document authority with correction and slug publication at pinned commit
webcraft-krish,WebCraft AI by Krish Anand,other,streamed model actions mutate live executable workspace across services
webflow-ai,Webflow AI,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
webflow-project-template,Webflow Project Template,other,规则排除
webgalaxy,WebGalaxy,other,retrieval-grounded fine-tuned generator stores generated page artifacts
webly,WebLy,other,live product where frame.designCode is authority with edit-back and download
webnode,WebNode Framework,other,graph.json edited visually materialized into executable main.py with AI editor
webora,Webora,other,"HTML-authority builder with history, project save and publication at pinned source"
webora-josiah,Webora by JOSIAHTHEPROGRAMMER,other,two-repo product with Version rows and operational rollback on current_code authority
websim,Websim,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
website-builder-agent-peter,Website Builder Agent by peter890176,other,"build-job orchestration with variants, review, snapshots and export/deploy"
website-that-builds-itself,Website That Builds Itself,other,"historical 2024 canvas-composition experiment, real mechanism but no maintained evidence"
websitebuilder-susmita,AI-Powered Website Generator by Susmita Dey,other,real code-visual correction loop but process-local persistence with no version or deploy
webstew-ai,Webstew AI,other,"production-scale multi-target workspace with agent correction, persistence and deploy"
webstudio-mcp,Webstudio MCP,other,real control surface for Webstudio Cloud with pinned repo and concrete dryRun/forceConfirmed tool contracts
werilog,Werilog,other,Verilog-authority editing with WASM simulation and AI agent that survives compilation
whipui,WhipUI,other,"real routing/context layer with pinned source, DNA files and Playwright repair checks"
whiteport-design-studio,Whiteport Design Studio,other,pinned BMAD method expansion with staged design discipline and artifact folders
windframe,Windframe,other,closed commercial IDE with doc-level contracts but no verifiable source or external contracts
windsurf,Windsurf,other,real shipped editor with instrumented build evidence and deep shared-checkout mechanism
wix-harmony,Wix Harmony,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
wonder,Wonder,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
wordpress-ai-builder-apex,ApexNeural AI Website Builder for WordPress,other,real persisted pipeline with pinned React/Flask source and WebContainer authoring loop
work-with-design-systems,work-with-design-systems,other,pinned Figma agent skill with inspect/build gate and token audit implementation
workflowai-dresar,WorkflowAI by Dresar,other,real planning workspace with pinned source producing agent handoff specs
workflowos,WorkflowOS,other,real open reference studio with pinned source and safety-graph mechanism
workshop-buddy,Workshop Buddy,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
worried-presenter,Worried Presenter,other,"closed Figma plugin, architecture-level only, newly released with high evidence ceiling"
wrenai,WrenAI,other,"real open-source GenBI with pinned MDL schema, planner and validation pipeline"
writerflow,WriterFlow,other,real collaborative editor with pinned source and inline diagram-node mechanics
